time,flux,flux_err
7.915200000000000458e+00,1.000552548358657035e+00,2.000000000000000042e-03
7.935600000000000875e+00,9.971744682322152276e-01,2.000000000000000042e-03
7.956000000000000405e+00,9.953797931267347465e-01,2.000000000000000042e-03
7.976400000000000823e+00,1.000108707170780820e+00,2.000000000000000042e-03
7.996800000000000352e+00,9.990564479327233016e-01,2.000000000000000042e-03
8.017200000000000770e+00,1.000918771543433117e+00,2.000000000000000042e-03
8.037600000000001188e+00,1.001403907252442549e+00,2.000000000000000042e-03
8.057999999999999829e+00,1.000276482864117300e+00,2.000000000000000042e-03
8.078400000000000247e+00,1.001520266170751627e+00,2.000000000000000042e-03
8.098800000000000665e+00,1.000458422748230047e+00,2.000000000000000042e-03
8.119200000000001083e+00,1.001060129411202926e+00,2.000000000000000042e-03
8.139599999999999724e+00,9.985906534742602370e-01,2.000000000000000042e-03
8.160000000000000142e+00,9.996407771723371249e-01,2.000000000000000042e-03
8.180400000000000560e+00,1.000393552193313829e+00,2.000000000000000042e-03
8.200800000000000978e+00,1.001641056950834940e+00,2.000000000000000042e-03
8.221200000000001396e+00,9.992125176555508581e-01,2.000000000000000042e-03
8.241600000000000037e+00,1.001042334511464293e+00,2.000000000000000042e-03
8.262000000000000455e+00,9.994683224161692303e-01,2.000000000000000042e-03
8.282400000000000873e+00,9.997649156653437563e-01,2.000000000000000042e-03
8.302800000000001290e+00,1.001659038084048214e+00,2.000000000000000042e-03
8.323199999999999932e+00,9.960138792578916433e-01,2.000000000000000042e-03
8.343600000000000350e+00,9.974070553438504350e-01,2.000000000000000042e-03
8.364000000000000767e+00,9.970356292051143487e-01,2.000000000000000042e-03
8.384400000000001185e+00,9.953327677603034385e-01,2.000000000000000042e-03
8.404799999999999827e+00,9.986434711196896519e-01,2.000000000000000042e-03
8.425200000000000244e+00,1.001498867799455406e+00,2.000000000000000042e-03
8.445600000000000662e+00,9.994302318672348973e-01,2.000000000000000042e-03
8.466000000000001080e+00,1.000395580163883746e+00,2.000000000000000042e-03
8.486399999999999721e+00,1.002178434993421519e+00,2.000000000000000042e-03
8.506800000000000139e+00,1.002655372264535494e+00,2.000000000000000042e-03
8.527200000000000557e+00,9.998617241305477465e-01,2.000000000000000042e-03
8.547600000000000975e+00,1.002707171779138706e+00,2.000000000000000042e-03
8.568000000000001393e+00,1.000184253316868110e+00,2.000000000000000042e-03
8.588400000000000034e+00,9.983252035523451084e-01,2.000000000000000042e-03
8.608800000000000452e+00,9.988111992956025809e-01,2.000000000000000042e-03
8.629200000000000870e+00,9.970389269748699546e-01,2.000000000000000042e-03
8.649600000000001288e+00,9.982237322925326950e-01,2.000000000000000042e-03
8.669999999999999929e+00,9.992839666238511054e-01,2.000000000000000042e-03
8.690400000000000347e+00,1.001607170038757211e+00,2.000000000000000042e-03
8.710800000000000765e+00,1.003441539662331961e+00,2.000000000000000042e-03
8.731200000000001182e+00,9.972356369692458866e-01,2.000000000000000042e-03
8.751599999999999824e+00,1.000785654936519942e+00,2.000000000000000042e-03
8.772000000000000242e+00,9.979189121216849312e-01,2.000000000000000042e-03
8.792400000000000659e+00,1.000949394176926299e+00,2.000000000000000042e-03
8.812800000000001077e+00,9.997378266986245432e-01,2.000000000000000042e-03
8.833200000000001495e+00,9.963381883483048984e-01,2.000000000000000042e-03
8.853600000000000136e+00,1.001856593983136978e+00,2.000000000000000042e-03
8.874000000000000554e+00,9.987899985743825537e-01,2.000000000000000042e-03
8.894400000000000972e+00,9.989321995232528506e-01,2.000000000000000042e-03
8.914800000000001390e+00,9.978604951774205922e-01,2.000000000000000042e-03
8.935200000000000031e+00,9.986914334466249210e-01,2.000000000000000042e-03
8.955600000000000449e+00,1.000855780881389823e+00,2.000000000000000042e-03
8.976000000000000867e+00,9.996215113181271539e-01,2.000000000000000042e-03
8.996400000000001285e+00,1.000657324004564863e+00,2.000000000000000042e-03
9.016799999999999926e+00,1.000723843707857608e+00,2.000000000000000042e-03
9.037200000000000344e+00,1.002641323311056265e+00,2.000000000000000042e-03
9.057600000000000762e+00,9.993144276982712793e-01,2.000000000000000042e-03
9.078000000000001180e+00,9.970462843663084884e-01,2.000000000000000042e-03
9.098399999999999821e+00,1.002134444833143956e+00,2.000000000000000042e-03
9.118800000000000239e+00,9.993370236558054565e-01,2.000000000000000042e-03
9.139200000000000657e+00,1.002229184889154689e+00,2.000000000000000042e-03
9.159600000000001074e+00,1.000766754226364963e+00,2.000000000000000042e-03
9.180000000000001492e+00,9.997377249395933418e-01,2.000000000000000042e-03
9.200400000000000134e+00,1.000697551788092499e+00,2.000000000000000042e-03
9.220800000000000551e+00,1.003902025120252617e+00,2.000000000000000042e-03
9.241200000000000969e+00,1.003353961058107702e+00,2.000000000000000042e-03
9.261600000000001387e+00,9.901387622702655378e-01,2.000000000000000042e-03
9.282000000000000028e+00,9.903203811866341244e-01,2.000000000000000042e-03
9.302400000000000446e+00,9.921524803149327498e-01,2.000000000000000042e-03
9.322800000000000864e+00,9.883086779344653072e-01,2.000000000000000042e-03
9.343200000000001282e+00,9.906661407452365120e-01,2.000000000000000042e-03
9.363599999999999923e+00,9.999482743040922772e-01,2.000000000000000042e-03
9.384000000000000341e+00,1.000627816422915206e+00,2.000000000000000042e-03
9.404400000000000759e+00,9.983332623881011614e-01,2.000000000000000042e-03
9.424800000000001177e+00,9.968208650133820736e-01,2.000000000000000042e-03
9.445199999999999818e+00,9.958540331280174573e-01,2.000000000000000042e-03
9.465600000000000236e+00,9.977652317740207666e-01,2.000000000000000042e-03
9.486000000000000654e+00,9.990826494301213723e-01,2.000000000000000042e-03
9.506400000000001071e+00,9.994136168267024889e-01,2.000000000000000042e-03
9.526800000000001489e+00,1.003874462324858996e+00,2.000000000000000042e-03
9.547200000000000131e+00,1.002211986739814487e+00,2.000000000000000042e-03
9.567600000000000549e+00,9.980758177673167975e-01,2.000000000000000042e-03
9.588000000000000966e+00,1.000695416904901824e+00,2.000000000000000042e-03
9.608400000000001384e+00,9.991858435272993333e-01,2.000000000000000042e-03
9.628800000000000026e+00,9.994312723239198171e-01,2.000000000000000042e-03
9.649200000000000443e+00,1.000370651298830849e+00,2.000000000000000042e-03
9.669600000000000861e+00,1.001238342233950807e+00,2.000000000000000042e-03
9.690000000000001279e+00,9.993214830322320053e-01,2.000000000000000042e-03
9.710399999999999920e+00,1.002127703065468722e+00,2.000000000000000042e-03
9.730800000000000338e+00,9.977161235477152168e-01,2.000000000000000042e-03
9.751200000000000756e+00,1.000012678124724497e+00,2.000000000000000042e-03
9.771600000000001174e+00,1.005195347453191612e+00,2.000000000000000042e-03
9.792000000000001592e+00,1.000446159485250508e+00,2.000000000000000042e-03
9.812400000000000233e+00,1.002866429013212324e+00,2.000000000000000042e-03
9.832800000000000651e+00,1.000183040356346309e+00,2.000000000000000042e-03
9.853200000000001069e+00,1.001161554190659553e+00,2.000000000000000042e-03
9.873600000000001486e+00,9.998864336112146534e-01,2.000000000000000042e-03
9.894000000000000128e+00,9.996591848376715772e-01,2.000000000000000042e-03
9.914400000000000546e+00,9.984410352065491434e-01,2.000000000000000042e-03
9.934800000000000963e+00,1.000860602717915215e+00,2.000000000000000042e-03
9.955200000000001381e+00,9.982969256216284171e-01,2.000000000000000042e-03
9.975600000000000023e+00,1.001331170472626875e+00,2.000000000000000042e-03
9.996000000000000441e+00,1.002170574008891757e+00,2.000000000000000042e-03
1.001640000000000086e+01,1.000733062814474383e+00,2.000000000000000042e-03
1.003680000000000128e+01,9.994275025328885897e-01,2.000000000000000042e-03
1.005719999999999992e+01,1.000907931158617314e+00,2.000000000000000042e-03
1.007760000000000034e+01,9.993826538889071243e-01,2.000000000000000042e-03
1.009800000000000075e+01,1.001871094250930350e+00,2.000000000000000042e-03
1.011840000000000117e+01,9.963371878315697705e-01,2.000000000000000042e-03
1.013880000000000159e+01,9.993287852637626756e-01,2.000000000000000042e-03
1.015920000000000023e+01,9.960183760097519601e-01,2.000000000000000042e-03
1.017960000000000065e+01,9.970098783395455744e-01,2.000000000000000042e-03
1.020000000000000107e+01,1.002727724459627767e+00,2.000000000000000042e-03
1.022040000000000148e+01,1.001790369963943439e+00,2.000000000000000042e-03
1.024080000000000013e+01,9.985610395334304501e-01,2.000000000000000042e-03
1.026120000000000054e+01,9.969949930879181688e-01,2.000000000000000042e-03
1.028160000000000096e+01,9.940709423243166976e-01,2.000000000000000042e-03
1.030200000000000138e+01,9.989130089841347093e-01,2.000000000000000042e-03
1.032240000000000002e+01,1.004840830024494869e+00,2.000000000000000042e-03
1.034280000000000044e+01,1.000869768542927307e+00,2.000000000000000042e-03
1.036320000000000086e+01,9.988808554279010599e-01,2.000000000000000042e-03
1.038360000000000127e+01,1.000930160419000625e+00,2.000000000000000042e-03
1.040399999999999991e+01,9.968780832940110637e-01,2.000000000000000042e-03
1.042440000000000033e+01,9.994053532746047797e-01,2.000000000000000042e-03
1.044480000000000075e+01,1.000198954946031504e+00,2.000000000000000042e-03
1.046520000000000117e+01,9.998277986963578501e-01,2.000000000000000042e-03
1.048560000000000159e+01,1.001581612243380270e+00,2.000000000000000042e-03
1.050600000000000023e+01,1.000689290452472013e+00,2.000000000000000042e-03
1.052640000000000065e+01,1.001336652036215913e+00,2.000000000000000042e-03
1.054680000000000106e+01,9.986232554355384261e-01,2.000000000000000042e-03
1.056720000000000148e+01,1.001795630816820992e+00,2.000000000000000042e-03
1.058760000000000012e+01,1.003257873895248009e+00,2.000000000000000042e-03
1.060800000000000054e+01,9.980597009606971826e-01,2.000000000000000042e-03
1.062840000000000096e+01,9.982246086885708802e-01,2.000000000000000042e-03
1.064880000000000138e+01,1.002671568672640401e+00,2.000000000000000042e-03
1.066920000000000002e+01,9.996173120266098611e-01,2.000000000000000042e-03
1.068960000000000043e+01,1.002807642784133035e+00,2.000000000000000042e-03
1.071000000000000085e+01,9.991149285762156440e-01,2.000000000000000042e-03
1.073040000000000127e+01,1.002910091152541483e+00,2.000000000000000042e-03
1.075079999999999991e+01,1.000262971633610887e+00,2.000000000000000042e-03
1.077120000000000033e+01,1.000516457646645430e+00,2.000000000000000042e-03
1.079160000000000075e+01,1.003129436043339817e+00,2.000000000000000042e-03
1.081200000000000117e+01,9.992764590451116424e-01,2.000000000000000042e-03
1.083240000000000158e+01,9.981177558081500978e-01,2.000000000000000042e-03
1.085280000000000022e+01,9.991028715839432861e-01,2.000000000000000042e-03
1.087320000000000064e+01,1.000904667901286293e+00,2.000000000000000042e-03
1.089360000000000106e+01,9.968684818556389216e-01,2.000000000000000042e-03
1.091400000000000148e+01,1.001274941805302188e+00,2.000000000000000042e-03
1.093440000000000012e+01,9.989224573647644823e-01,2.000000000000000042e-03
1.095480000000000054e+01,1.002295625321467210e+00,2.000000000000000042e-03
1.097520000000000095e+01,9.952114793901990497e-01,2.000000000000000042e-03
1.099560000000000137e+01,9.984268684497916713e-01,2.000000000000000042e-03
1.101600000000000001e+01,9.966270636975318453e-01,2.000000000000000042e-03
1.103640000000000043e+01,9.983475410672720818e-01,2.000000000000000042e-03
1.105680000000000085e+01,1.000495331802217835e+00,2.000000000000000042e-03
1.107720000000000127e+01,9.996415467491004403e-01,2.000000000000000042e-03
1.109759999999999991e+01,9.994932448621040022e-01,2.000000000000000042e-03
1.111800000000000033e+01,9.996816302572398838e-01,2.000000000000000042e-03
1.113840000000000074e+01,1.000406776481239879e+00,2.000000000000000042e-03
1.115880000000000116e+01,9.979829279161137601e-01,2.000000000000000042e-03
1.117920000000000158e+01,1.001413699281798131e+00,2.000000000000000042e-03
1.119960000000000022e+01,1.001325331940770891e+00,2.000000000000000042e-03
1.122000000000000064e+01,1.000770075875312193e+00,2.000000000000000042e-03
1.124040000000000106e+01,1.001113066885502612e+00,2.000000000000000042e-03
1.126080000000000148e+01,1.000592836001617414e+00,2.000000000000000042e-03
1.128120000000000012e+01,1.004070146605462233e+00,2.000000000000000042e-03
1.130160000000000053e+01,9.998258116578949695e-01,2.000000000000000042e-03
1.132200000000000095e+01,9.993858335633308831e-01,2.000000000000000042e-03
1.134240000000000137e+01,9.984929448392851903e-01,2.000000000000000042e-03
1.136280000000000001e+01,9.979354746588443570e-01,2.000000000000000042e-03
1.138320000000000043e+01,9.975110564247978706e-01,2.000000000000000042e-03
1.140360000000000085e+01,9.982224053735381242e-01,2.000000000000000042e-03
1.142400000000000126e+01,9.998586392366958231e-01,2.000000000000000042e-03
1.144440000000000168e+01,9.977352569236618285e-01,2.000000000000000042e-03
1.146480000000000032e+01,9.901022841171043254e-01,2.000000000000000042e-03
1.148520000000000074e+01,9.884689294451405317e-01,2.000000000000000042e-03
1.150560000000000116e+01,9.918003691280399270e-01,2.000000000000000042e-03
1.152600000000000158e+01,9.914788253446018551e-01,2.000000000000000042e-03
1.154640000000000022e+01,9.906140367184884665e-01,2.000000000000000042e-03
1.156680000000000064e+01,9.986941677106705439e-01,2.000000000000000042e-03
1.158720000000000105e+01,1.001096855841659528e+00,2.000000000000000042e-03
1.160760000000000147e+01,1.000375947174972247e+00,2.000000000000000042e-03
1.162800000000000011e+01,9.971037454811698675e-01,2.000000000000000042e-03
1.164840000000000053e+01,9.998640394880311533e-01,2.000000000000000042e-03
1.166880000000000095e+01,1.000524071624148803e+00,2.000000000000000042e-03
1.168920000000000137e+01,9.982006104270244595e-01,2.000000000000000042e-03
1.170960000000000001e+01,1.000379686785674904e+00,2.000000000000000042e-03
1.173000000000000043e+01,9.970903550294843987e-01,2.000000000000000042e-03
1.175040000000000084e+01,1.002672372200024364e+00,2.000000000000000042e-03
1.177080000000000126e+01,1.002495899970118787e+00,2.000000000000000042e-03
1.179120000000000168e+01,9.994949653313940363e-01,2.000000000000000042e-03
1.181160000000000032e+01,1.000726908675678040e+00,2.000000000000000042e-03
1.183200000000000074e+01,9.951801560684002679e-01,2.000000000000000042e-03
1.185240000000000116e+01,9.976873046794693112e-01,2.000000000000000042e-03
1.187280000000000157e+01,9.994124421596957131e-01,2.000000000000000042e-03
1.189320000000000022e+01,9.978557339571463292e-01,2.000000000000000042e-03
1.191360000000000063e+01,1.001428792965261216e+00,2.000000000000000042e-03
1.193400000000000105e+01,1.003994593061495966e+00,2.000000000000000042e-03
1.195440000000000147e+01,9.976467705611413717e-01,2.000000000000000042e-03
1.197480000000000011e+01,9.983250731918296150e-01,2.000000000000000042e-03
1.199520000000000053e+01,1.000470896736619819e+00,2.000000000000000042e-03
1.201560000000000095e+01,1.003222232296999250e+00,2.000000000000000042e-03
1.203600000000000136e+01,9.975552513749201822e-01,2.000000000000000042e-03
1.205640000000000001e+01,1.000498072244613956e+00,2.000000000000000042e-03
1.207680000000000042e+01,1.003642597701626116e+00,2.000000000000000042e-03
1.209720000000000084e+01,9.966964817036414459e-01,2.000000000000000042e-03
1.211760000000000126e+01,9.974378615863083164e-01,2.000000000000000042e-03
1.213800000000000168e+01,9.991527867870783064e-01,2.000000000000000042e-03
1.215840000000000032e+01,9.989588231742891900e-01,2.000000000000000042e-03
1.217880000000000074e+01,1.001625202575507245e+00,2.000000000000000042e-03
1.219920000000000115e+01,1.000483319439641638e+00,2.000000000000000042e-03
1.221960000000000157e+01,9.964500758807157688e-01,2.000000000000000042e-03
1.224000000000000021e+01,1.001030820805801635e+00,2.000000000000000042e-03
1.226040000000000063e+01,9.988449222252886450e-01,2.000000000000000042e-03
1.228080000000000105e+01,1.002548894433882509e+00,2.000000000000000042e-03
1.230120000000000147e+01,9.987448249271261291e-01,2.000000000000000042e-03
1.232160000000000011e+01,9.987267694337955692e-01,2.000000000000000042e-03
1.234200000000000053e+01,1.001082263221608981e+00,2.000000000000000042e-03
1.236240000000000094e+01,1.001525852964673780e+00,2.000000000000000042e-03
1.238280000000000136e+01,1.000896198727872388e+00,2.000000000000000042e-03
1.240320000000000178e+01,9.966288053652303525e-01,2.000000000000000042e-03
1.242360000000000042e+01,1.001076068879856562e+00,2.000000000000000042e-03
1.244400000000000084e+01,9.979313838966511474e-01,2.000000000000000042e-03
1.246440000000000126e+01,1.000470552223176490e+00,2.000000000000000042e-03
1.248480000000000167e+01,9.971525311292018801e-01,2.000000000000000042e-03
1.250520000000000032e+01,1.000892644295086065e+00,2.000000000000000042e-03
1.252560000000000073e+01,9.983868021913852031e-01,2.000000000000000042e-03
1.254600000000000115e+01,9.974347306994789664e-01,2.000000000000000042e-03
1.256640000000000157e+01,1.001427640272964714e+00,2.000000000000000042e-03
1.258680000000000021e+01,1.000483289043353485e+00,2.000000000000000042e-03
1.260720000000000063e+01,9.987720463972141749e-01,2.000000000000000042e-03
1.262760000000000105e+01,1.002902357698042035e+00,2.000000000000000042e-03
1.264800000000000146e+01,9.991186951568604702e-01,2.000000000000000042e-03
1.266840000000000011e+01,1.000064215347941765e+00,2.000000000000000042e-03
1.268880000000000052e+01,1.000537826895357307e+00,2.000000000000000042e-03
1.270920000000000094e+01,9.987606681317428015e-01,2.000000000000000042e-03
1.272960000000000136e+01,1.000942272586799797e+00,2.000000000000000042e-03
1.275000000000000178e+01,9.989330953056705376e-01,2.000000000000000042e-03
1.277040000000000042e+01,9.991767233555676198e-01,2.000000000000000042e-03
1.279080000000000084e+01,1.002725285279606693e+00,2.000000000000000042e-03
1.281120000000000125e+01,9.979188278949751023e-01,2.000000000000000042e-03
1.283160000000000167e+01,9.951744393381409814e-01,2.000000000000000042e-03
1.285200000000000031e+01,1.003221873990023827e+00,2.000000000000000042e-03
1.287240000000000073e+01,1.005098655905213967e+00,2.000000000000000042e-03
1.289280000000000115e+01,9.991894614691013699e-01,2.000000000000000042e-03
1.291320000000000157e+01,9.961263239187596596e-01,2.000000000000000042e-03
1.293360000000000021e+01,9.993790320476081401e-01,2.000000000000000042e-03
1.295400000000000063e+01,9.994275541003186936e-01,2.000000000000000042e-03
1.297440000000000104e+01,9.996201523179555348e-01,2.000000000000000042e-03
1.299480000000000146e+01,9.977732239161563044e-01,2.000000000000000042e-03
1.301520000000000010e+01,1.001159122284952963e+00,2.000000000000000042e-03
1.303560000000000052e+01,1.001049014750572175e+00,2.000000000000000042e-03
1.305600000000000094e+01,9.970111887603614331e-01,2.000000000000000042e-03
1.307640000000000136e+01,1.001398393463389880e+00,2.000000000000000042e-03
1.309680000000000177e+01,1.004105369963891770e+00,2.000000000000000042e-03
1.311720000000000041e+01,1.000343920664874098e+00,2.000000000000000042e-03
1.313760000000000083e+01,9.993253496758629506e-01,2.000000000000000042e-03
1.315800000000000125e+01,9.997159935711849021e-01,2.000000000000000042e-03
1.317840000000000167e+01,1.001230513533937216e+00,2.000000000000000042e-03
1.319880000000000031e+01,9.965386567889855662e-01,2.000000000000000042e-03
1.321920000000000073e+01,1.000328781405954715e+00,2.000000000000000042e-03
1.323960000000000115e+01,9.992190721010744126e-01,2.000000000000000042e-03
1.326000000000000156e+01,1.003695650025911990e+00,2.000000000000000042e-03
1.328040000000000020e+01,9.996516545323901326e-01,2.000000000000000042e-03
1.330080000000000062e+01,1.003335775222238935e+00,2.000000000000000042e-03
1.332120000000000104e+01,9.977925186044359629e-01,2.000000000000000042e-03
1.334160000000000146e+01,1.001174518333605601e+00,2.000000000000000042e-03
1.336200000000000010e+01,1.000638800527582362e+00,2.000000000000000042e-03
1.338240000000000052e+01,9.982619055042704082e-01,2.000000000000000042e-03
1.340280000000000094e+01,1.000354792229273926e+00,2.000000000000000042e-03
1.342320000000000135e+01,1.002425037673663200e+00,2.000000000000000042e-03
1.344360000000000177e+01,9.993524165914268176e-01,2.000000000000000042e-03
1.346400000000000041e+01,9.966160747016604704e-01,2.000000000000000042e-03
1.348440000000000083e+01,9.999648743470450629e-01,2.000000000000000042e-03
1.350480000000000125e+01,9.981951538104150146e-01,2.000000000000000042e-03
1.352520000000000167e+01,9.993153181226722692e-01,2.000000000000000042e-03
1.354560000000000031e+01,9.998368244606297139e-01,2.000000000000000042e-03
1.356600000000000072e+01,9.965886955679689185e-01,2.000000000000000042e-03
1.358640000000000114e+01,9.967686833213585951e-01,2.000000000000000042e-03
1.360680000000000156e+01,1.000964133671051082e+00,2.000000000000000042e-03
1.362720000000000020e+01,9.989545626076606899e-01,2.000000000000000042e-03
1.364760000000000062e+01,9.898038446496927323e-01,2.000000000000000042e-03
1.366800000000000104e+01,9.915696880732162155e-01,2.000000000000000042e-03
1.368840000000000146e+01,9.905447395105484443e-01,2.000000000000000042e-03
1.370880000000000010e+01,9.885722503519269733e-01,2.000000000000000042e-03
1.372920000000000051e+01,9.873663395778835561e-01,2.000000000000000042e-03
1.374960000000000093e+01,9.947382824592949646e-01,2.000000000000000042e-03
1.377000000000000135e+01,1.000698701245120947e+00,2.000000000000000042e-03
1.379040000000000177e+01,1.004765204565368109e+00,2.000000000000000042e-03
1.381080000000000041e+01,1.000840377197449893e+00,2.000000000000000042e-03
1.383120000000000083e+01,1.000775406282524038e+00,2.000000000000000042e-03
1.385160000000000124e+01,9.996661441397828307e-01,2.000000000000000042e-03
1.387200000000000166e+01,1.001633551734401495e+00,2.000000000000000042e-03
1.389240000000000030e+01,1.001250170402496309e+00,2.000000000000000042e-03
1.391280000000000072e+01,1.002503450017130371e+00,2.000000000000000042e-03
1.393320000000000114e+01,9.989573541627254638e-01,2.000000000000000042e-03
1.395360000000000156e+01,9.991291850541120789e-01,2.000000000000000042e-03
1.397400000000000020e+01,9.990417936581760250e-01,2.000000000000000042e-03
1.399440000000000062e+01,1.001581603442357915e+00,2.000000000000000042e-03
1.401480000000000103e+01,1.002996748880593536e+00,2.000000000000000042e-03
1.403520000000000145e+01,9.990823190137013698e-01,2.000000000000000042e-03
1.405560000000000187e+01,9.991504525444138141e-01,2.000000000000000042e-03
1.407600000000000051e+01,1.000628154447739560e+00,2.000000000000000042e-03
1.409640000000000093e+01,9.995084769999742491e-01,2.000000000000000042e-03
1.411680000000000135e+01,1.001904107306279768e+00,2.000000000000000042e-03
1.413720000000000176e+01,9.954964454187619216e-01,2.000000000000000042e-03
1.415760000000000041e+01,9.983465899061662041e-01,2.000000000000000042e-03
1.417800000000000082e+01,9.984351673320771559e-01,2.000000000000000042e-03
1.419840000000000124e+01,9.953592879752276579e-01,2.000000000000000042e-03
1.421880000000000166e+01,9.980727231112623832e-01,2.000000000000000042e-03
1.423920000000000030e+01,9.981696877683081670e-01,2.000000000000000042e-03
1.425960000000000072e+01,9.995977906909623290e-01,2.000000000000000042e-03
1.428000000000000114e+01,1.002225931783320423e+00,2.000000000000000042e-03
1.430040000000000155e+01,9.995098786976186478e-01,2.000000000000000042e-03
1.432080000000000020e+01,9.979383725594577204e-01,2.000000000000000042e-03
1.434120000000000061e+01,9.998860909175729672e-01,2.000000000000000042e-03
1.436160000000000103e+01,1.002098347242882603e+00,2.000000000000000042e-03
1.438200000000000145e+01,9.980480823677702062e-01,2.000000000000000042e-03
1.440240000000000187e+01,9.981788502321571332e-01,2.000000000000000042e-03
1.442280000000000051e+01,1.001117097918548415e+00,2.000000000000000042e-03
1.444320000000000093e+01,9.995569277685384391e-01,2.000000000000000042e-03
1.446360000000000134e+01,1.001294969381419042e+00,2.000000000000000042e-03
1.448400000000000176e+01,9.999727064164094514e-01,2.000000000000000042e-03
1.450440000000000040e+01,1.001403327296179091e+00,2.000000000000000042e-03
1.452480000000000082e+01,9.979298437719187342e-01,2.000000000000000042e-03
1.454520000000000124e+01,9.999758306984234402e-01,2.000000000000000042e-03
1.456560000000000166e+01,9.995786199712737297e-01,2.000000000000000042e-03
1.458600000000000030e+01,9.975682181517917524e-01,2.000000000000000042e-03
1.460640000000000072e+01,9.968730441042625845e-01,2.000000000000000042e-03
1.462680000000000113e+01,1.001371498070549260e+00,2.000000000000000042e-03
1.464720000000000155e+01,9.992980952355640101e-01,2.000000000000000042e-03
1.466760000000000019e+01,9.979554394367053938e-01,2.000000000000000042e-03
1.468800000000000061e+01,9.998076421261533620e-01,2.000000000000000042e-03
1.470840000000000103e+01,1.002256037714698511e+00,2.000000000000000042e-03
1.472880000000000145e+01,9.954385243092561675e-01,2.000000000000000042e-03
1.474920000000000186e+01,9.970067226201932975e-01,2.000000000000000042e-03
1.476960000000000051e+01,9.981542271162094915e-01,2.000000000000000042e-03
1.479000000000000092e+01,1.002922357733440739e+00,2.000000000000000042e-03
1.481040000000000134e+01,1.000565173965838550e+00,2.000000000000000042e-03
1.483080000000000176e+01,1.001534634480922392e+00,2.000000000000000042e-03
1.485120000000000040e+01,9.977196781617475585e-01,2.000000000000000042e-03
1.487160000000000082e+01,9.977609282494589449e-01,2.000000000000000042e-03
1.489200000000000124e+01,1.000895627433445512e+00,2.000000000000000042e-03
1.491240000000000165e+01,1.000116548661870830e+00,2.000000000000000042e-03
1.493280000000000030e+01,1.001097477637728161e+00,2.000000000000000042e-03
1.495320000000000071e+01,9.996246580181430419e-01,2.000000000000000042e-03
1.497360000000000113e+01,1.000556287452909254e+00,2.000000000000000042e-03
1.499400000000000155e+01,1.000316238169810301e+00,2.000000000000000042e-03
1.501440000000000197e+01,1.001555534778169942e+00,2.000000000000000042e-03
1.503480000000000061e+01,1.001614016563888931e+00,2.000000000000000042e-03
1.505520000000000103e+01,9.967602560112164278e-01,2.000000000000000042e-03
1.507560000000000144e+01,9.955054628893182933e-01,2.000000000000000042e-03
1.509600000000000186e+01,1.002003490795303042e+00,2.000000000000000042e-03
1.511640000000000050e+01,1.002375450186523853e+00,2.000000000000000042e-03
1.513680000000000092e+01,9.979587539609733327e-01,2.000000000000000042e-03
1.515720000000000134e+01,9.962803291869087863e-01,2.000000000000000042e-03
1.517760000000000176e+01,1.000198069642014298e+00,2.000000000000000042e-03
1.519800000000000040e+01,1.001861676452701078e+00,2.000000000000000042e-03
1.521840000000000082e+01,1.003595189044868663e+00,2.000000000000000042e-03
1.523880000000000123e+01,1.001032595144202952e+00,2.000000000000000042e-03
1.525920000000000165e+01,9.992565666068286001e-01,2.000000000000000042e-03
1.527960000000000029e+01,9.982137387568302822e-01,2.000000000000000042e-03
1.530000000000000071e+01,1.000022902583341367e+00,2.000000000000000042e-03
1.532040000000000113e+01,9.994014705922295017e-01,2.000000000000000042e-03
1.534080000000000155e+01,9.979698641885423882e-01,2.000000000000000042e-03
1.536120000000000196e+01,1.004097511301726531e+00,2.000000000000000042e-03
1.538160000000000061e+01,1.003570336804144203e+00,2.000000000000000042e-03
1.540200000000000102e+01,1.002272097367110870e+00,2.000000000000000042e-03
1.542240000000000144e+01,9.981582992043817049e-01,2.000000000000000042e-03
1.544280000000000186e+01,1.001710038648594647e+00,2.000000000000000042e-03
1.546320000000000050e+01,1.001279252818995769e+00,2.000000000000000042e-03
1.548360000000000092e+01,1.000885091248408187e+00,2.000000000000000042e-03
1.550400000000000134e+01,1.002499330534087463e+00,2.000000000000000042e-03
1.552440000000000175e+01,1.001270742285722548e+00,2.000000000000000042e-03
1.554480000000000040e+01,1.001480028472608641e+00,2.000000000000000042e-03
1.556520000000000081e+01,1.001273812566744414e+00,2.000000000000000042e-03
1.558560000000000123e+01,1.000681582816004278e+00,2.000000000000000042e-03
1.560600000000000165e+01,9.964327777405715958e-01,2.000000000000000042e-03
1.562640000000000029e+01,1.000167242154821112e+00,2.000000000000000042e-03
1.564680000000000071e+01,9.988876160823016992e-01,2.000000000000000042e-03
1.566720000000000113e+01,9.974403180847200012e-01,2.000000000000000042e-03
1.568760000000000154e+01,1.003363633238601560e+00,2.000000000000000042e-03
1.570800000000000196e+01,1.003457990681771328e+00,2.000000000000000042e-03
1.572840000000000060e+01,1.002718441200591171e+00,2.000000000000000042e-03
1.574880000000000102e+01,1.000510426833711719e+00,2.000000000000000042e-03
1.576920000000000144e+01,1.002701250241905262e+00,2.000000000000000042e-03
1.578960000000000186e+01,1.000024106361203646e+00,2.000000000000000042e-03
1.581000000000000050e+01,1.000405594553795519e+00,2.000000000000000042e-03
